마을명,province,city,details
호명마을,전라남도,여수시,삼일동
양지마을,전라남도,여수시,삼일동
자양마을,전라남도,여수시,삼일동
내동마을,전라남도,여수시,삼일동
자내마을,전라남도,여수시,삼일동
온동마을,전라남도,여수시,묘도동
묘읍마을,전라남도,여수시,묘도동
도독마을,전라남도,여수시,묘도동
창촌마을,전라남도,여수시,묘도동
광양포마을,전라남도,여수시,묘도동
교촌마을,전라남도,영광군,영광읍
남천마을,전라남도,영광군,영광읍
반등(번등)마을,전라남도,영광군,영광읍
도동마을,전라남도,영광군,영광읍
무령마을,전라남도,영광군,영광읍
백학마을,전라남도,영광군,영광읍
하동마을,전라남도,영광군,영광읍
신흥마을,전라남도,영광군,영광읍
신평마을,전라남도,영광군,영광읍
연성(연동)마을,전라남도,영광군,영광읍
와전마을,전라남도,영광군,영광읍
우평마을,전라남도,영광군,영광읍
학곡마을,전라남도,영광군,영광읍
외서(오서)마을,전라남도,영광군,영광읍
사직마을,전라남도,영광군,영광읍
대신마을,전라남도,영광군,영광읍
양곡(금곡)마을,전라남도,영광군,영광읍
내오마을,전라남도,영광군,영광읍
하라마을,전라남도,영광군,영광읍
월평마을,전라남도,영광군,영광읍
언고마을,전라남도,영광군,영광읍
옥동마을,전라남도,영광군,영광읍
녹사(녹산)마을,전라남도,영광군,영광읍
신기마을,전라남도,영광군,영광읍
궁산마을,전라남도,영광군,영광읍
갑룡마을,전라남도,영광군,영광읍
장동마을,전라남도,영광군,영광읍
월곡마을,전라남도,영광군,영광읍
신대마을,전라남도,영광군,영광읍
신만마을,전라남도,영광군,영광읍
도양마을,전라남도,영광군,영광읍
덕산마을,전라남도,영광군,영광읍
고성마을,전라남도,영광군,영광읍
녹사마을,전라남도,영광군,영광읍
삼호마을,전라남도,영광군,영광읍
구평마을,전라남도,영광군,영광읍
칠성마을,전라남도,영광군,영광읍
단주마을,전라남도,영광군,영광읍
희경마을,전라남도,영광군,영광읍
입동마을,전라남도,영광군,영광읍
평전마을,전라남도,영광군,영광읍
장산아파트마을,전라남도,영광군,영광읍
금호아파트마을,전라남도,영광군,영광읍
백동마을,전라남도,영광군,영광읍
정광면마을,전라남도,영광군,영광읍
남천2리마을,전라남도,영광군,영광읍
대성스카이빌아파트마을,전라남도,영광군,영광읍
골남부마을,전라남도,영광군,영광읍
오서마을,전라남도,영광군,영광읍
주공아파트마을,전라남도,영광군,영광읍
쉼터103호 마을,전라남도,영광군,영광읍
금호어울림아파트마을,전라남도,영광군,영광읍
모두원웰리스아파트마을,전라남도,영광군,영광읍
6반 마을,전라남도,영광군,백수읍
양성리시장마을,전라남도,영광군,백수읍
하대마을,전라남도,영광군,백수읍
구호동마을,전라남도,영광군,백수읍
지암마을,전라남도,영광군,백수읍
월촌마을,전라남도,영광군,백수읍
한시랑마을,전라남도,영광군,백수읍
교동마을,전라남도,영광군,백수읍
대초마을,전라남도,영광군,백수읍
덕산마을,전라남도,영광군,백수읍
송정마을,전라남도,영광군,백수읍
금정마을,전라남도,영광군,백수읍
송산마을,전라남도,영광군,백수읍
가지마을,전라남도,영광군,백수읍
백동마을,전라남도,영광군,백수읍
상촌마을,전라남도,영광군,백수읍
장수마을,전라남도,영광군,백수읍
조양마을,전라남도,영광군,백수읍
중촌마을,전라남도,영광군,백수읍
평산마을,전라남도,영광군,백수읍
염전마을,전라남도,영광군,백수읍
대흥마을,전라남도,영광군,백수읍
신촌마을,전라남도,영광군,백수읍
천기마을,전라남도,영광군,백수읍
한성마을,전라남도,영광군,백수읍
4반마을,전라남도,영광군,백수읍
오성마을,전라남도,영광군,백수읍
평지마을,전라남도,영광군,백수읍
이민촌마을,전라남도,영광군,백수읍
삽고마을,전라남도,영광군,백수읍
염소마을,전라남도,영광군,백수읍
동봉마을,전라남도,영광군,백수읍
월산마을,전라남도,영광군,백수읍
범실마을,전라남도,영광군,백수읍
답동마을,전라남도,영광군,백수읍
명마마을,전라남도,영광군,백수읍
동백마을,전라남도,영광군,백수읍
명산마을,전라남도,영광군,백수읍
반암마을,전라남도,영광군,백수읍
사등마을,전라남도,영광군,백수읍
묘동마을,전라남도,영광군,백수읍
구시미마을,전라남도,영광군,백수읍
백신마을,전라남도,영광군,백수읍
용암마을,전라남도,영광군,백수읍
신정마을,전라남도,영광군,백수읍
운제마을,전라남도,영광군,백수읍
학동마을,전라남도,영광군,백수읍
상대마을,전라남도,영광군,백수읍
삽촌마을,전라남도,영광군,백수읍
만년동마을,전라남도,영광군,백수읍
상둔마을,전라남도,영광군,백수읍
장동마을,전라남도,영광군,백수읍
호동마을,전라남도,영광군,백수읍
중앙동마을,전라남도,영광군,홍농읍
계마리마을,전라남도,영광군,홍농읍
풍암마을,전라남도,영광군,홍농읍
칠암마을,전라남도,영광군,홍농읍
명당마을,전라남도,영광군,홍농읍
가학마을,전라남도,영광군,홍농읍
상삼마을,전라남도,영광군,홍농읍
구사마을,전라남도,영광군,홍농읍
죽동마을,전라남도,영광군,홍농읍
하석마을,전라남도,영광군,홍농읍
양지마을,전라남도,영광군,홍농읍
월평마을,전라남도,영광군,홍농읍
우봉마을,전라남도,영광군,홍농읍
산덕마을,전라남도,영광군,홍농읍
덕림마을,전라남도,영광군,홍농읍
상봉마을,전라남도,영광군,홍농읍
신촌마을,전라남도,영광군,홍농읍
하봉마을,전라남도,영광군,홍농읍
하삼마을,전라남도,영광군,홍농읍
단지마을,전라남도,영광군,홍농읍
신대마을,전라남도,영광군,홍농읍
황곡마을,전라남도,영광군,홍농읍
교동마을,전라남도,영광군,홍농읍
월곡마을,전라남도,영광군,홍농읍
문산마을,전라남도,영광군,홍농읍
서당마을,전라남도,영광군,홍농읍
상석마을,전라남도,영광군,홍농읍
진정마을,전라남도,영광군,홍농읍
항월마을,전라남도,영광군,홍농읍
암모실마을,전라남도,영광군,홍농읍
한현마을,전라남도,영광군,홍농읍
목맥마을,전라남도,영광군,홍농읍
한수원사택마을,전라남도,영광군,홍농읍
세덕마을,전라남도,영광군,홍농읍
향월마을,전라남도,영광군,홍농읍
중앙마을,전라남도,영광군,홍농읍
섬암마을,전라남도,영광군,대마면
반월마을,전라남도,영광군,대마면
원당마을,전라남도,영광군,대마면
장보마을,전라남도,영광군,대마면
농주마을,전라남도,영광군,대마면
남산마을,전라남도,영광군,대마면
선산마을,전라남도,영광군,대마면
월산마을,전라남도,영광군,대마면
평금마을,전라남도,영광군,대마면
송촌마을,전라남도,영광군,대마면
군동마을,전라남도,영광군,대마면
대성마을,전라남도,영광군,대마면
중홍마을,전라남도,영광군,대마면
하화마을,전라남도,영광군,대마면
죽동마을,전라남도,영광군,대마면
구천마을,전라남도,영광군,대마면
주교마을,전라남도,영광군,대마면
금산마을,전라남도,영광군,대마면
석정마을,전라남도,영광군,대마면
지장마을,전라남도,영광군,대마면
산정마을,전라남도,영광군,대마면
삼산마을,전라남도,영광군,묘량면
선동마을,전라남도,영광군,묘량면
청산마을,전라남도,영광군,묘량면
장동마을,전라남도,영광군,묘량면
영민농원마을,전라남도,영광군,묘량면
영당마을,전라남도,영광군,묘량면
미산마을,전라남도,영광군,묘량면
당산마을,전라남도,영광군,묘량면
효동마을,전라남도,영광군,묘량면
산포마을,전라남도,영광군,묘량면
장등마을,전라남도,영광군,묘량면
영촌마을,전라남도,영광군,묘량면
운암마을,전라남도,영광군,묘량면
유성마을,전라남도,영광군,묘량면
효성마을,전라남도,영광군,묘량면
월포마을,전라남도,영광군,묘량면
가리마을,전라남도,영광군,묘량면
팔음마을,전라남도,영광군,묘량면
막해마을,전라남도,영광군,묘량면
연촌마을,전라남도,영광군,묘량면
몽강마을,전라남도,영광군,묘량면
덕동마을,전라남도,영광군,묘량면
문례마을,전라남도,영광군,묘량면
왕촌마을,전라남도,영광군,묘량면
부실마을,전라남도,영광군,불갑면
사산마을,전라남도,영광군,불갑면
용산마을,전라남도,영광군,불갑면
황산마을,전라남도,영광군,불갑면
봉동마을,전라남도,영광군,불갑면
송정마을,전라남도,영광군,불갑면
오룡마을,전라남도,영광군,불갑면
인산마을,전라남도,영광군,불갑면
맹자마을,전라남도,영광군,불갑면
봉암마을,전라남도,영광군,불갑면
연봉마을,전라남도,영광군,불갑면
생실마을,전라남도,영광군,불갑면
단산마을,전라남도,영광군,불갑면
순량마을,전라남도,영광군,불갑면
회산마을,전라남도,영광군,불갑면
덕산마을,전라남도,영광군,불갑면
가오마을,전라남도,영광군,불갑면
회복마을,전라남도,영광군,불갑면
차반마을,전라남도,영광군,불갑면
운제마을,전라남도,영광군,불갑면
녹동마을,전라남도,영광군,불갑면
마산마을,전라남도,영광군,불갑면
월산마을,전라남도,영광군,불갑면
유봉마을,전라남도,영광군,불갑면
가사마을,전라남도,영광군,군서면
남죽마을,전라남도,영광군,군서면
하소마을,전라남도,영광군,군서면
마읍마을,전라남도,영광군,군서면
갈마마을,전라남도,영광군,군서면
보라마을,전라남도,영광군,군서면
고참마을,전라남도,영광군,군서면
남계마을,전라남도,영광군,군서면
남동마을,전라남도,영광군,군서면
장호마을,전라남도,영광군,군서면
매산마을,전라남도,영광군,군서면
내기마을,전라남도,영광군,군서면
관산마을,전라남도,영광군,군서면
원만곡마을,전라남도,영광군,군서면
신송마을,전라남도,영광군,군서면
원덕산마을,전라남도,영광군,군서면
덕동마을,전라남도,영광군,군서면
영산마을,전라남도,영광군,군서면
백동마을,전라남도,영광군,군서면
만년마을,전라남도,영광군,군서면
사동마을,전라남도,영광군,군서면
한백마을,전라남도,영광군,군서면
안터마을,전라남도,영광군,군서면
영동마을,전라남도,영광군,군서면
포천마을,전라남도,영광군,군남면
서편마을,전라남도,영광군,군남면
장고마을,전라남도,영광군,군남면
대창마을,전라남도,영광군,군남면
동고마을,전라남도,영광군,군남면
치산마을,전라남도,영광군,군남면
초두마을,전라남도,영광군,군남면
반안마을,전라남도,영광군,군남면
중촌마을,전라남도,영광군,군남면
동편마을,전라남도,영광군,군남면
도철마을,전라남도,영광군,군남면
장혈마을,전라남도,영광군,군남면
순천마을,전라남도,영광군,군남면
평암마을,전라남도,영광군,군남면
구산마을,전라남도,영광군,군남면
검덕마을,전라남도,영광군,군남면
석천마을,전라남도,영광군,군남면
한수마을,전라남도,영광군,군남면
동월3리마을,전라남도,영광군,군남면
갈마마을,전라남도,영광군,군남면
양지마을,전라남도,영광군,군남면
석암마을,전라남도,영광군,군남면
월암마을,전라남도,영광군,군남면
대삼동마을,전라남도,영광군,군남면
양호마을,전라남도,영광군,군남면
상광암마을,전라남도,영광군,군남면
백암마을,전라남도,영광군,군남면
봉덕마을,전라남도,영광군,군남면
서정마을,전라남도,영광군,군남면
율곡마을,전라남도,영광군,군남면
아양마을,전라남도,영광군,군남면
오강마을,전라남도,영광군,군남면
월산마을,전라남도,영광군,군남면
당두마을,전라남도,영광군,염산면
동촌마을,전라남도,영광군,염산면
남계마을,전라남도,영광군,염산면
야장마을,전라남도,영광군,염산면
성상마을,전라남도,영광군,염산면
이리마을,전라남도,영광군,염산면
설도마을,전라남도,영광군,염산면
양일마을,전라남도,영광군,염산면
신오마을,전라남도,영광군,염산면
신동마을,전라남도,영광군,염산면
한시마을,전라남도,영광군,염산면
상오마을,전라남도,영광군,염산면
신창마을,전라남도,영광군,염산면
운곡마을,전라남도,영광군,염산면
신옥마을,전라남도,영광군,염산면
동산마을,전라남도,영광군,염산면
노현마을,전라남도,영광군,염산면
월평마을,전라남도,영광군,염산면
축장마을,전라남도,영광군,염산면
봉서마을,전라남도,영광군,염산면
합산마을,전라남도,영광군,염산면
상정마을,전라남도,영광군,염산면
입동마을,전라남도,영광군,염산면
신대마을,전라남도,영광군,염산면
송정마을,전라남도,영광군,염산면
평촌마을,전라남도,영광군,염산면
창우마을,전라남도,영광군,염산면
연화마을,전라남도,영광군,염산면
도사마을,전라남도,영광군,염산면
상논마을,전라남도,영광군,염산면
대무마을,전라남도,영광군,염산면
미동마을,전라남도,영광군,염산면
봉양마을,전라남도,영광군,염산면
내남마을,전라남도,영광군,염산면
신정마을,전라남도,영광군,염산면
법성6리마을,전라남도,영광군,법성면
입정마을,전라남도,영광군,법성면
복룡동마을,전라남도,영광군,법성면
신두암마을,전라남도,영광군,법성면
용현마을,전라남도,영광군,법성면
언목마을,전라남도,영광군,법성면
월계마을,전라남도,영광군,법성면
부귀동마을,전라남도,영광군,법성면
천년동마을,전라남도,영광군,법성면
신덕동마을,전라남도,영광군,법성면
부용마을,전라남도,영광군,법성면
신계동마을,전라남도,영광군,법성면
성재동마을,전라남도,영광군,법성면
당산마을,전라남도,영광군,법성면
호장동마을,전라남도,영광군,법성면
삼미마을,전라남도,영광군,법성면
신산동마을,전라남도,영광군,법성면
지장리마을,전라남도,영광군,법성면
발막마을,전라남도,영광군,법성면
장자동마을,전라남도,영광군,법성면
검산마을,전라남도,영광군,법성면
용성마을,전라남도,영광군,법성면
 장전마을,전라남도,영광군,법성면
성촌마을,전라남도,영광군,법성면
지안일마을,전라남도,영광군,법성면
여술마을,전라남도,영광군,법성면
자갈금마을,전라남도,영광군,법성면
석장리마을,전라남도,영광군,법성면
장수촌마을,전라남도,영광군,법성면
산하치마을,전라남도,영광군,법성면
다랑가지마을,전라남도,영광군,법성면
화장동마을,전라남도,영광군,법성면
사동마을,전라남도,구례군,구례읍
시동마을,전라남도,구례군,구례읍
아양마을,전라남도,구례군,구례읍
백련마을,전라남도,구례군,구례읍
봉북마을,전라남도,구례군,구례읍
봉동마을,전라남도,구례군,구례읍
봉남마을,전라남도,구례군,구례읍
산수동마을,전라남도,구례군,구례읍
봉서마을,전라남도,구례군,구례읍
산정마을,전라남도,구례군,구례읍
동산마을,전라남도,구례군,구례읍
오봉마을,전라남도,구례군,구례읍
양정마을,전라남도,구례군,구례읍
원천마을,전라남도,구례군,구례읍
병방마을,전라남도,구례군,구례읍
신촌마을,전라남도,구례군,구례읍
월암마을,전라남도,구례군,구례읍
독자마을,전라남도,구례군,구례읍
유곡마을,전라남도,구례군,구례읍
논곡마을,전라남도,구례군,구례읍
본황마을,전라남도,구례군,구례읍
동해마을,전라남도,구례군,문척면
죽연마을,전라남도,구례군,문척면
구성마을,전라남도,구례군,문척면
안지마을,전라남도,구례군,문척면
전천마을,전라남도,구례군,문척면
월평마을,전라남도,구례군,문척면
금평마을,전라남도,구례군,문척면
토금마을,전라남도,구례군,문척면
화정마을,전라남도,구례군,문척면
중산마을,전라남도,구례군,문척면
대평마을,전라남도,구례군,간전면
해평마을,전라남도,구례군,간전면
양동마을,전라남도,구례군,간전면
야동마을,전라남도,구례군,간전면
흥대마을,전라남도,구례군,간전면
복구마을,전라남도,구례군,간전면
대촌마을,전라남도,구례군,간전면
안음마을,전라남도,구례군,간전면
상만마을,전라남도,구례군,간전면
하만마을,전라남도,구례군,간전면
중평마을,전라남도,구례군,간전면
산정마을,전라남도,구례군,간전면
수내마을,전라남도,구례군,간전면
효죽마을,전라남도,구례군,간전면
논곡마을,전라남도,구례군,간전면
금산마을,전라남도,구례군,간전면
하천마을,전라남도,구례군,간전면
백운천마을,전라남도,구례군,간전면
거석마을,전라남도,구례군,간전면
중한치마을,전라남도,구례군,간전면
묘동마을,전라남도,구례군,간전면
파도마을,전라남도,구례군,토지면
옥산마을,전라남도,구례군,토지면
구만마을,전라남도,구례군,토지면
단산마을,전라남도,구례군,토지면
내죽마을,전라남도,구례군,토지면
하죽마을,전라남도,구례군,토지면
오미마을,전라남도,구례군,토지면
용두마을,전라남도,구례군,토지면
원내마을,전라남도,구례군,토지면
용정마을,전라남도,구례군,토지면
신기마을,전라남도,구례군,토지면
안촌마을,전라남도,구례군,토지면
봉소마을,전라남도,구례군,토지면
송정마을,전라남도,구례군,토지면
기촌마을,전라남도,구례군,토지면
중기마을,전라남도,구례군,토지면
신촌마을,전라남도,구례군,토지면
원기마을,전라남도,구례군,토지면
남산마을,전라남도,구례군,토지면
평도마을,전라남도,구례군,토지면
당치마을,전라남도,구례군,토지면
직전마을,전라남도,구례군,토지면
문수마을,전라남도,구례군,토지면
마산마을,전라남도,구례군,마산면
냉천마을,전라남도,구례군,마산면
광평마을,전라남도,구례군,마산면
가랑마을,전라남도,구례군,마산면
상사마을,전라남도,구례군,마산면
하사마을,전라남도,구례군,마산면
황전마을,전라남도,구례군,마산면
장궁마을,전라남도,구례군,마산면
갑대마을,전라남도,구례군,마산면
지하마을,전라남도,구례군,광의면
지상마을,전라남도,구례군,광의면
천변마을,전라남도,구례군,광의면
대촌마을,전라남도,구례군,광의면
유산마을,전라남도,구례군,광의면
월곡마을,전라남도,구례군,광의면
당촌마을,전라남도,구례군,광의면
수한마을,전라남도,구례군,광의면
용전마을,전라남도,구례군,광의면
방광마을,전라남도,구례군,광의면
연파마을,전라남도,구례군,광의면
공북마을,전라남도,구례군,광의면
상대마을,전라남도,구례군,광의면
하대마을,전라남도,구례군,광의면
당동마을,전라남도,구례군,광의면
난동마을,전라남도,구례군,광의면
온동마을,전라남도,구례군,광의면
구만마을,전라남도,구례군,광의면
사림마을,전라남도,구례군,용방면
사우마을,전라남도,구례군,용방면
하신마을,전라남도,구례군,용방면
두동마을,전라남도,구례군,용방면
봉덕마을,전라남도,구례군,용방면
신지마을,전라남도,구례군,용방면
선월마을,전라남도,구례군,용방면
하용마을,전라남도,구례군,용방면
상용마을,전라남도,구례군,용방면
감천마을,전라남도,구례군,용방면
송정마을,전라남도,구례군,용방면
도암마을,전라남도,구례군,용방면
가동마을,전라남도,구례군,용방면
신기마을,전라남도,구례군,용방면
죽정마을,전라남도,구례군,용방면
분토마을,전라남도,구례군,용방면
원촌마을,전라남도,구례군,산동면
현천마을,전라남도,구례군,산동면
원동마을,전라남도,구례군,산동면
계척마을,전라남도,구례군,산동면
상원마을,전라남도,구례군,산동면
달전마을,전라남도,구례군,산동면
중기마을,전라남도,구례군,산동면
수평마을,전라남도,구례군,산동면
삼성마을,전라남도,구례군,산동면
효동마을,전라남도,구례군,산동면
대양마을,전라남도,구례군,산동면
평촌마을,전라남도,구례군,산동면
반곡마을,전라남도,구례군,산동면
상위마을,전라남도,구례군,산동면
하위마을,전라남도,구례군,산동면
원좌마을,전라남도,구례군,산동면
상관마을,전라남도,구례군,산동면
사포마을,전라남도,구례군,산동면
구산마을,전라남도,구례군,산동면
정산마을,전라남도,구례군,산동면
탑동마을,전라남도,구례군,산동면
한천마을,전라남도,구례군,산동면
내온마을,전라남도,구례군,산동면
하신마을,전라남도,구례군,산동면
토치마을,전라남도,구례군,산동면
오향마을,전라남도,구례군,산동면
이촌마을,전라남도,구례군,산동면
우와마을,전라남도,구례군,산동면
이사마을,전라남도,구례군,산동면
둔기마을,전라남도,구례군,산동면
시랑마을,전라남도,구례군,산동면
읍내1구마을,전라남도,곡성군,곡성읍
읍내2구마을,전라남도,곡성군,곡성읍
읍내3구마을,전라남도,곡성군,곡성읍
읍내4구마을,전라남도,곡성군,곡성읍
읍내5구마을,전라남도,곡성군,곡성읍
읍내6구마을,전라남도,곡성군,곡성읍
읍내7구마을,전라남도,곡성군,곡성읍
학정1구마을,전라남도,곡성군,곡성읍
학정2구마을,전라남도,곡성군,곡성읍
교촌리마을,전라남도,곡성군,곡성읍
죽동리마을,전라남도,곡성군,곡성읍
신월리마을,전라남도,곡성군,곡성읍
월평리마을,전라남도,곡성군,곡성읍
월봉리마을,전라남도,곡성군,곡성읍
구원1구마을,전라남도,곡성군,곡성읍
구원2구마을,전라남도,곡성군,곡성읍
서계리마을,전라남도,곡성군,곡성읍
대평1구마을,전라남도,곡성군,곡성읍
대평2구마을,전라남도,곡성군,곡성읍
대평3구마을,전라남도,곡성군,곡성읍
신리마을,전라남도,곡성군,곡성읍
동산리마을,전라남도,곡성군,곡성읍
장선1구마을,전라남도,곡성군,곡성읍
장선2구마을,전라남도,곡성군,곡성읍
신기1구마을,전라남도,곡성군,곡성읍
신기2구마을,전라남도,곡성군,곡성읍
신기3구마을,전라남도,곡성군,곡성읍
묘천1구마을,전라남도,곡성군,곡성읍
묘천2구마을,전라남도,곡성군,곡성읍
오지1구마을,전라남도,곡성군,오곡면
오지2구마을,전라남도,곡성군,오곡면
오지3구마을,전라남도,곡성군,오곡면
오지4구마을,전라남도,곡성군,오곡면
오지5구마을,전라남도,곡성군,오곡면
오지6구마을,전라남도,곡성군,오곡면
오지7구마을,전라남도,곡성군,오곡면
오지8구마을,전라남도,곡성군,오곡면
덕산리마을,전라남도,곡성군,오곡면
침곡리마을,전라남도,곡성군,오곡면
송정리마을,전라남도,곡성군,오곡면
봉조1구마을,전라남도,곡성군,오곡면
봉조2구마을,전라남도,곡성군,오곡면
압록1구마을,전라남도,곡성군,오곡면
압록2구마을,전라남도,곡성군,오곡면
승법리마을,전라남도,곡성군,오곡면
명산리마을,전라남도,곡성군,오곡면
구성1구마을,전라남도,곡성군,오곡면
구성2구마을,전라남도,곡성군,오곡면
미산1구마을,전라남도,곡성군,오곡면
미산2구마을,전라남도,곡성군,오곡면
미산3구마을,전라남도,곡성군,오곡면
원등1구마을,전라남도,곡성군,삼기면
원등2구마을,전라남도,곡성군,삼기면
원등3구마을,전라남도,곡성군,삼기면
학동마을,전라남도,곡성군,삼기면
덕동마을,전라남도,곡성군,삼기면
월경마을,전라남도,곡성군,삼기면
행정마을,전라남도,곡성군,삼기면
연봉마을,전라남도,곡성군,삼기면
괴소마을,전라남도,곡성군,삼기면
서봉마을,전라남도,곡성군,삼기면
의암마을,전라남도,곡성군,삼기면
금반마을,전라남도,곡성군,삼기면
율곡마을,전라남도,곡성군,삼기면
청계마을,전라남도,곡성군,삼기면
봉현마을,전라남도,곡성군,삼기면
농소1구마을,전라남도,곡성군,삼기면
농소2구마을,전라남도,곡성군,삼기면
대명마을,전라남도,곡성군,삼기면
노동마을,전라남도,곡성군,삼기면
남계마을,전라남도,곡성군,삼기면
수산1구마을,전라남도,곡성군,삼기면
수산2구마을,전라남도,곡성군,삼기면
근촌마을,전라남도,곡성군,삼기면
수석마을,전라남도,곡성군,삼기면
경악마을,전라남도,곡성군,삼기면
금계마을,전라남도,곡성군,삼기면
월봉마을,전라남도,곡성군,석곡면
흥지마을,전라남도,곡성군,석곡면
능파마을,전라남도,곡성군,석곡면
능암마을,전라남도,곡성군,석곡면
덕동마을,전라남도,곡성군,석곡면
대흥마을,전라남도,곡성군,석곡면
당지마을,전라남도,곡성군,석곡면
월계마을,전라남도,곡성군,석곡면
마산마을,전라남도,곡성군,석곡면
용주마을,전라남도,곡성군,석곡면
방주마을,전라남도,곡성군,석곡면
상송마을,전라남도,곡성군,석곡면
하송마을,전라남도,곡성군,석곡면
여운마을,전라남도,곡성군,석곡면
용반마을,전라남도,곡성군,석곡면
연동마을,전라남도,곡성군,석곡면
전기마을,전라남도,곡성군,석곡면
죽산마을,전라남도,곡성군,석곡면
온수1구마을,전라남도,곡성군,석곡면
온수2구마을,전라남도,곡성군,석곡면
을곡마을,전라남도,곡성군,석곡면
염촌마을,전라남도,곡성군,석곡면
기동마을,전라남도,곡성군,석곡면
유정1구마을,전라남도,곡성군,석곡면
유정2구마을,전라남도,곡성군,석곡면
홍척마을,전라남도,곡성군,석곡면
등구마을,전라남도,곡성군,석곡면
봉림마을,전라남도,곡성군,석곡면
두지마을,전라남도,곡성군,석곡면
봉암마을,전라남도,곡성군,석곡면
평리1구마을,전라남도,곡성군,목사동면
평리2구마을,전라남도,곡성군,목사동면
평리3구마을,전라남도,곡성군,목사동면
동암마을,전라남도,곡성군,목사동면
구룡마을,전라남도,곡성군,목사동면
용사1구마을,전라남도,곡성군,목사동면
용사2구마을,전라남도,곡성군,목사동면
수곡1구마을,전라남도,곡성군,목사동면
수곡2구마을,전라남도,곡성군,목사동면
범계1구마을,전라남도,곡성군,목사동면
범계2구마을,전라남도,곡성군,목사동면
공북1구마을,전라남도,곡성군,목사동면
공북2구마을,전라남도,곡성군,목사동면
대곡1구마을,전라남도,곡성군,목사동면
대곡2구마을,전라남도,곡성군,목사동면
대곡3구마을,전라남도,곡성군,목사동면
신기마을,전라남도,곡성군,목사동면
신전1구마을,전라남도,곡성군,목사동면
신전2구마을,전라남도,곡성군,목사동면
죽정1구마을,전라남도,곡성군,목사동면
죽정2구마을,전라남도,곡성군,목사동면
죽정3구마을,전라남도,곡성군,목사동면
용봉1구마을,전라남도,곡성군,목사동면
용봉2구마을,전라남도,곡성군,목사동면
하죽마을,전라남도,곡성군,죽곡면
태평마을,전라남도,곡성군,죽곡면
화양마을,전라남도,곡성군,죽곡면
봉정마을,전라남도,곡성군,죽곡면
죽성마을,전라남도,곡성군,죽곡면
덕양마을,전라남도,곡성군,죽곡면
신풍마을,전라남도,곡성군,죽곡면
반송마을,전라남도,곡성군,죽곡면
연화마을,전라남도,곡성군,죽곡면
삼태마을,전라남도,곡성군,죽곡면
당동마을,전라남도,곡성군,죽곡면
서정마을,전라남도,곡성군,죽곡면
본토마을,전라남도,곡성군,죽곡면
남양마을,전라남도,곡성군,죽곡면
비봉마을,전라남도,곡성군,죽곡면
유봉마을,전라남도,곡성군,죽곡면
동계마을,전라남도,곡성군,죽곡면
창기마을,전라남도,곡성군,죽곡면
삼송마을,전라남도,곡성군,죽곡면
건모마을,전라남도,곡성군,죽곡면
원달마을,전라남도,곡성군,죽곡면
고치마을,전라남도,곡성군,죽곡면
용정마을,전라남도,곡성군,죽곡면
북소마을,전라남도,곡성군,죽곡면
하한마을,전라남도,곡성군,죽곡면
상한마을,전라남도,곡성군,죽곡면
조사마을,전라남도,곡성군,죽곡면
목동1구마을,전라남도,곡성군,고달면
목동2구마을,전라남도,곡성군,고달면
목동3구마을,전라남도,곡성군,고달면
뇌연마을,전라남도,곡성군,고달면
죽림마을,전라남도,곡성군,고달면
대사마을,전라남도,곡성군,고달면
사동마을,전라남도,곡성군,고달면
백곡마을,전라남도,곡성군,고달면
상백마을,전라남도,곡성군,고달면
고달마을,전라남도,곡성군,고달면
수월마을,전라남도,곡성군,고달면
호곡마을,전라남도,곡성군,고달면
두계마을,전라남도,곡성군,고달면
가정마을,전라남도,곡성군,고달면
광암마을,전라남도,곡성군,옥과면
금단마을,전라남도,곡성군,옥과면
금의마을,전라남도,곡성군,옥과면
리문마을,전라남도,곡성군,옥과면
무창마을,전라남도,곡성군,옥과면
배감마을,전라남도,곡성군,옥과면
보정마을,전라남도,곡성군,옥과면
설옥마을,전라남도,곡성군,옥과면
소룡마을,전라남도,곡성군,옥과면
수리마을,전라남도,곡성군,옥과면
신수마을,전라남도,곡성군,옥과면
신흥마을,전라남도,곡성군,옥과면
옥과마을,전라남도,곡성군,옥과면
옥전마을,전라남도,곡성군,옥과면
용두마을,전라남도,곡성군,옥과면
율사마을,전라남도,곡성군,옥과면
주산마을,전라남도,곡성군,옥과면
죽림마을,전라남도,곡성군,옥과면
지동마을,전라남도,곡성군,옥과면
지방마을,전라남도,곡성군,옥과면
합강마을,전라남도,곡성군,옥과면
황산마을,전라남도,곡성군,옥과면
무림동마을,전라남도,곡성군,옥과면
매월1구마을,전라남도,곡성군,입면
매월2구마을,전라남도,곡성군,입면
매월3구마을,전라남도,곡성군,입면
흑석마을,전라남도,곡성군,입면
대장1구마을,전라남도,곡성군,입면
대장2구마을,전라남도,곡성군,입면
약천마을,전라남도,곡성군,입면
만수1구마을,전라남도,곡성군,입면
만수2구마을,전라남도,곡성군,입면
금산1구마을,전라남도,곡성군,입면
금산마을,전라남도,곡성군,입면
금산마을,전라남도,곡성군,입면
금산4구마을,전라남도,곡성군,입면
서봉1구마을,전라남도,곡성군,입면
서봉2구마을,전라남도,곡성군,입면
제월마을,전라남도,곡성군,입면
제월마을,전라남도,곡성군,입면
제월마을,전라남도,곡성군,입면
창정1구마을,전라남도,곡성군,입면
창정2구마을,전라남도,곡성군,입면
창정3구마을,전라남도,곡성군,입면
입석1구마을,전라남도,곡성군,입면
